[2026-04-09T22:59:06.309Z] GET https://www.broncos.com.au/.theme/tas/badge.svg?bust=202603300722 → 200 (107ms, 6931B)
[2026-04-09T22:59:06.309Z] GET https://www.broncos.com.au/.theme/vic/badge.svg?bust=202603300722 → 200 (116ms, 5463B)
[2026-04-09T22:59:06.309Z] GET https://www.broncos.com.au/.theme/wa/badge.svg?bust=202603300722 → 200 (115ms, 5392B)
[2026-04-09T22:59:06.309Z] GET https://www.broncos.com.au/.theme/nrl/badge.svg?bust=202603300722 → 200 (116ms, 1339B)
[2026-04-09T22:59:06.310Z] GET https://www.broncos.com.au/Client/dist/svg/icons-sprite.CBB083B4.svg → 200 (169ms, 127512B)
[2026-04-09T22:59:06.311Z] GET https://a26919700052.cdn.optimizely.com/client_storage/a26919700052.html → 200 (43ms, 2000B)
[2026-04-09T22:59:06.471Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-NZBPJNP&gtm=4e6481 → 200 (115ms, 320701B)
[2026-04-09T22:59:06.471Z] GET https://snap.licdn.com/li.lms-analytics/insight.min.js → 200 (151ms, 53612B)
[2026-04-09T22:59:06.472Z] GET https://connect.facebook.net/en_US/fbevents.js → 200 (96ms, 365780B)
[2026-04-09T22:59:06.472Z] POST https://www.google.com/ccm/collect?rcb=9&frm=0&ae=g&en=page_view&dl=https%3A%2F%2Fwww.broncos.com.au%2Fdevelopment%2F&scrsrc=www.googletagmanager.com&rnd=427123405.1775775546&dt=Page%20Not%20Found%20(404)%20%7C%20Broncos&auid=1553390080.1775775546&navt=n&npa=0&ep.ads_data_redaction=0&gtm=45He6481v77533538za200zd77533538xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938466~115938468~116363097~117384405~118442252&apve=1&apvf=f&apvc=1&tft=1775775546469&tfd=1712 → 200 (112ms, ?B)
[2026-04-09T22:59:06.550Z] GET https://cdn.watchingthat.net/us.wtat.plugin-bm_ima.min.js → pending (?ms, ?B)
[2026-04-09T22:59:06.550Z] GET https://www.broncos.com.au/.theme/broncos/badge.svg?bust=202603200353 → 200 (24ms, 7630B)
